"rom","Name","clone of","pinemHi","tomslogic","superhac","nvrams"
tf_160,"Transformers (V1.6)",tf_180h,,,,KO!!
tf_170,"Transformers (V1.7)",tf_180h,x,,,KO!!
tf_180,"Transformers (V1.8)",tf_180h,x,x,x,OK
tf_180h,"Transformers Limited Edition (V1.8)",,x,,,OK
tfa_13,"WPC Test Fixture: Alphanumeric (L-3)",,,,,KO!!
tfdmd_l3,"WPC Test Fixture: DMD (L-3)",,,,,KO!!
tfight,"Title Fight",,x,x,x,OK
tfs_12,"WPC Test Fixture: Security (1.2)",,,,,KO!!
tftc_104,"Tales from the Crypt (1.04 Spanish)",tftc_303,x,,,KO!!
tftc_200,"Tales from the Crypt (2.00)",tftc_303,x,x,,KO!!
tftc_300,"Tales from the Crypt (3.00)",tftc_303,x,x,,KO!!
tftc_302,"Tales from the Crypt (3.02 Dutch)",tftc_303,x,x,,KO!!
tftc_303,"Tales from the Crypt (3.03)",,x,x,x,KO!!
tftc_400,"Tales from the Crypt (4.00 unofficial MOD)",tftc_303,x,x,,OK
thegames,"Games, The",,x,,,OK
thegamsb,"Games, The (rev. 1)",thegames,,,,KO!!
thegamsc,"Games, The (rev. 2 MOD)",thegames,,,,KO!!
theraid,"Raid, The",,,,,KO!!
theraida,"Raid, The (alternate set)",theraid,,,,KO!!
thndbolt,"Thunderbolt",,,,,KO!!
thndrman,"Thunder Man",,,,,KO!!
thrdwrld,"Third World",,,,,KO!!
thund_p1,"Thunderball (P-1 Prototype)",,x,,,KO!!
thund_p2,"Thunderball (P-2 Prototype)",thund_p1,,x,,KO!!
thund_p3,"Thunderball (P-3 Prototype)",thund_p1,,x,,KO!!
tigerrag,"Tiger Rag",kosteel,,,,KO!!
tim2000f,"Time 2000 (Free Play)",time2000,,,,KO!!
time2000,"Time 2000",,,,,KO!!
timelin7,"Time Line (7-digit conversion)",timeline,x,,,KO!!
timeline,"Time Line",,x,,,OK
titan,"Titan",,,,,KO!!
titan1,"Titan (alternate set)",titan,,,,KO!!
titanic,"Titanic (Coin Dropper)",,,,,KO!!
tmac_a18,"Time Machine (1.8)",tmac_a24,x,x,,KO!!
tmac_a24,"Time Machine (2.4)",,x,x,x,OK
tmac_g18,"Time Machine (1.8 German)",tmac_a24,,x,,KO!!
tmacffp,"Time Machine (Zaccaria, French Speech, Free Play)",tmachzac,,,,KO!!
tmacfzac,"Time Machine (Zaccaria, French Speech)",tmachzac,,,,KO!!
tmacgfp,"Time Machine (Zaccaria, German Speech, Free Play)",tmachzac,,,,KO!!
tmacgzac,"Time Machine (Zaccaria, German Speech)",tmachzac,,,,KO!!
tmachfp,"Time Machine (Zaccaria, Free Play)",tmachzac,,,,KO!!
tmachzac,"Time Machine (Zaccaria)",,,x,,OK
tmachzaca,"Time Machine (Zaccaria) (alternate)",tmachzac,,,,KO!!
tmacifp,"Time Machine (Zaccaria, Italian Speech, Free Play)",tmachzac,,,,KO!!
tmacizac,"Time Machine (Zaccaria, Italian Speech)",tmachzac,,,,KO!!
tmacltd2,"Time Machine (LTD) (2 Players)",tmacltd4,,,,KO!!
tmacltd4,"Time Machine (LTD) (4 Players)",,,,,KO!!
tmfnt_l5,"Time Fantasy (L-5)",,x,x,,OK
tmnt_101,"Teenage Mutant Ninja Turtles (1.01)",tmnt_104,,x,,KO!!
tmnt_103,"Teenage Mutant Ninja Turtles (1.03)",tmnt_104,x,x,x,KO!!
tmnt_104,"Teenage Mutant Ninja Turtles (1.04)",,x,x,,OK
tmnt_104g,"Teenage Mutant Ninja Turtles (1.04 German)",tmnt_104,,x,,KO!!
tmnt_a07,"Teenage Mutant Ninja Turtles (A 0.7 VUK Prototype)",tmnt_104,,x,,KO!!
tmwrp_l2,"Time Warp (L-2)",tmwrp_l3,x,x,,OK
tmwrp_l2ff,"Time Warp (L-2 Free Play Fix)",tmwrp_l3,,x,,KO!!
tmwrp_l3,"Time Warp (L-3)",,,x,,KO!!
tmwrp_l3ff,"Time Warp (L-3 Free Play Fix)",tmwrp_l3,,x,,KO!!
tmwrp_t2,"Time Warp (T-2 Ted Estes)",tmwrp_l3,x,x,,KO!!
tmwrp_t2ff,"Time Warp (T-2 Ted Estes, Free Play Fix)",tmwrp_l3,,x,,KO!!
tom_06,"Theatre of Magic (0.6A Prototype)",tom_13,x,,,KO!!
tom_061,"Theatre of Magic (0.61A LED Ghost Fix)",tom_13,,,,KO!!
tom_101f,"Theatre of Magic (1.01 French LED Ghost Fix)",tom_13,,,,KO!!
tom_10f,"Theatre of Magic (1.0 French)",tom_13,x,,,KO!!
tom_12,"Theatre of Magic (1.2X)",tom_13,x,,,KO!!
tom_121,"Theatre of Magic (1.21X LED Ghost Fix)",tom_13,,,,KO!!
tom_12a,"Theatre of Magic (1.2A)",tom_13,,,,KO!!
tom_13,"Theatre of Magic (1.3X)",,x,x,x,OK
tom_13c,"Theatre of Magic (1.3XC Competition MOD)",tom_13,,x,,KO!!
tom_13f,"Theatre of Magic (1.3 French)",tom_13,,,,KO!!
tom_14h,"Theatre of Magic (1.4H)",tom_13,x,x,,OK
tom_14hb,"Theatre of Magic (1.4H Coin Play)",tom_13,x,x,,OK
tomjerry,"Tom & Jerry (Hollywood Heat unofficial MOD)",hlywoodh,x,,x,OK
tomy_102,"Tommy Pinball Wizard, The Who's (1.02)",tomy_400,,x,,KO!!
tomy_102be,"Tommy Pinball Wizard, The Who's (1.02 Belgian)",tomy_400,,x,,KO!!
tomy_201d,"Tommy Pinball Wizard, The Who's (2.01 Dutch)",tomy_400,,,,KO!!
tomy_301g,"Tommy Pinball Wizard, The Who's (3.01 German)",tomy_400,,x,,KO!!
tomy_400,"Tommy Pinball Wizard, The Who's (4.00)",,x,x,x,KO!!
tomy_500,"Tommy Pinball Wizard, The Who's (5.00 unofficial MOD)",tomy_400,x,x,,OK
tomy_h30,"Tommy Pinball Wizard, The Who's (3.00 Dutch)",tomy_400,x,,,KO!!
topaz_l1,"Topaz (Shuffle) (L-1)",,,,,KO!!
topazi,"Topaz (Inder)",,,,,OK
topgame,"Top Game Laser L10 (Bingo)",,,,,KO!!
topgamet,"Top Game Turbo (Bingo)",topgame,,,,KO!!
toppin,"Top Pin",,,,,KO!!
topsound,"Top Sound (French)",,,,,KO!!
torch,"Torch",,x,,x,OK
torp_a16,"Torpedo Alley (1.6)",torp_e21,,x,,KO!!
torp_e21,"Torpedo Alley (2.1 Europe)",,x,x,x,KO!!
totan_04,"Tales of the Arabian Nights (0.4 Prototype / S1.0)",totan_14,x,,,KO!!
totan_12,"Tales of the Arabian Nights (1.2 / S1.0)",totan_14,x,,,KO!!
totan_13,"Tales of the Arabian Nights (1.3 / S1.0)",totan_14,x,,,KO!!
totan_14,"Tales of the Arabian Nights (1.4 / S1.1)",,x,x,x,OK
totan_15c,"Tales of the Arabian Nights (1.5C Competition MOD / S1.1)",totan_14,,,,KO!!
totem,"Totem",,x,,,OK
touchdn,"Touchdown",,x,,,OK
trailer,"Trailer",,,,,KO!!
trebol,"Trebol",,,,,KO!!
trek_110,"Star Trek 25th Anniversary (1.10)",trek_201,x,,,KO!!
trek_117,"Star Trek 25th Anniversary (1.17)",trek_201,,x,,KO!!
trek_11a,"Star Trek 25th Anniversary (1.10, Alpha Display)",trek_201,x,,,KO!!
trek_120,"Star Trek 25th Anniversary (1.20)",trek_201,x,x,,KO!!
trek_200,"Star Trek 25th Anniversary (2.00)",trek_201,x,x,,KO!!
trek_201,"Star Trek 25th Anniversary (2.01)",,x,x,x,OK
trek_300,"Star Trek 25th Anniversary (3.00 unofficial MOD)",trek_201,x,x,,KO!!
tricksht,"Trick Shooter",,,,,KO!!
tridenfp,"Trident (Old Free Play)",trident,x,x,,KO!!
trident,"Trident",,x,x,,OK
tridenta,"Trident (Old)",trident,,x,,KO!!
tridentb,"Trident (MOD 1 rev. 23c)",trident,,,,KO!!
tridentc,"Trident (MOD 2 rev. 19)",trident,,,,KO!!
tripjok,"Triple Joker (Bingo)",,,,,KO!!
triplay,"Chicago Cubs Triple Play",,x,x,x,OK
triplaya,"Chicago Cubs Triple Play (rev. 1)",triplay,,,,KO!!
triplayg,"Chicago Cubs Triple Play (German)",triplay,,,,KO!!
triplgfp,"Chicago Cubs Triple Play (German Free Play)",triplay,,x,,KO!!
triplyf1,"Chicago Cubs Triple Play (rev. 1 Free Play)",triplay,,x,,KO!!
triplyfp,"Chicago Cubs Triple Play (Free Play)",triplay,,x,,KO!!
trizn_l1,"Tri Zone (L-1)",,x,x,,OK
trizn_l1ff,"Tri Zone (L-1 Free Play Fix)",trizn_l1,,x,,KO!!
trizn_t1,"Tri Zone (T-1 Ted Estes)",trizn_l1,x,x,,KO!!
trizn_t1ff,"Tri Zone (T-1 Ted Estes, Free Play Fix)",trizn_l1,,x,,KO!!
trn_100h,"TRON: Legacy Limited Edition (V1.0)",trn_174h,,,,KO!!
trn_110,"TRON: Legacy (V1.1)",trn_174h,,,,KO!!
trn_110h,"TRON: Legacy Limited Edition (V1.1)",trn_174h,,,,KO!!
trn_120,"TRON: Legacy (V1.2)",trn_174h,,,,KO!!
trn_130h,"TRON: Legacy Limited Edition (V1.3)",trn_174h,,,,KO!!
trn_140,"TRON: Legacy (V1.4)",trn_174h,,,,KO!!
trn_140h,"TRON: Legacy Limited Edition (V1.4)",trn_174h,,,,KO!!
trn_150,"TRON: Legacy (V1.5)",trn_174h,,,,KO!!
trn_160,"TRON: Legacy (V1.6)",trn_174h,,,,KO!!
trn_170,"TRON: Legacy (V1.7)",trn_174h,x,,,KO!!
trn_174,"TRON: Legacy (V1.74)",trn_174h,x,,,OK
trn_17402,"TRON: Legacy (V1.7402)",trn_174h,x,,,KO!!
trn_174h,"TRON: Legacy Limited Edition (V1.74)",,x,x,x,OK
trucksp2,"Truck Stop (P-2 Prototype)",trucksp3,x,,x,KO!!
trucksp3,"Truck Stop (P-3 Prototype)",,x,,,OK
ts_da2,"Shadow, The (DA-2 LED Ghost Fix)",ts_lx5,,,,KO!!
ts_da4,"Shadow, The (DA-4 LED Ghost Fix)",ts_lx5,,,,KO!!
ts_da6,"Shadow, The (DA-6 LED Ghost Fix)",ts_lx5,,,,KO!!
ts_df6,"Shadow, The (DF-6 French LED Ghost Fix)",ts_lx5,,,,KO!!
ts_dh6,"Shadow, The (DH-6 LED Ghost Fix)",ts_lx5,,,,KO!!
ts_dm6,"Shadow, The (DM-6 Mild LED Ghost Fix)",ts_lx5,,,,KO!!
ts_dx4,"Shadow, The (DX-4 LED Ghost Fix)",ts_lx5,,,,KO!!
ts_dx5,"Shadow, The (DX-5 LED Ghost Fix)",ts_lx5,,x,,KO!!
ts_la2,"Shadow, The (LA-2)",ts_lx5,x,,,KO!!
ts_la4,"Shadow, The (LA-4)",ts_lx5,x,,,KO!!
ts_la6,"Shadow, The (LA-6)",ts_lx5,x,,,KO!!
ts_lf4,"Shadow, The (LF-4 French)",ts_lx5,,,,KO!!
ts_lf6,"Shadow, The (LF-6 French)",ts_lx5,x,,,KO!!
ts_lh6,"Shadow, The (LH-6)",ts_lx5,x,,,KO!!
ts_lh6p,"Shadow, The (LH-6 Text index patch)",ts_lx5,,,,KO!!
ts_lm6,"Shadow, The (LM-6 Mild)",ts_lx5,x,,,KO!!
ts_lx4,"Shadow, The (LX-4)",ts_lx5,x,,,KO!!
ts_lx5,"Shadow, The (LX-5)",,x,x,x,OK
ts_pa1,"Shadow, The (PA-1 Prototype)",ts_lx5,x,,,KO!!
ts_pa2,"Shadow, The (PA-2 LED Ghost Fix)",ts_lx5,,,,KO!!
tsptr_l1,"Transporter the Rescue (LA-1)",tsptr_l3,,,,KO!!
tsptr_l3,"Transporter the Rescue (L-3)",,x,x,,OK
tsptr_lu3,"Transporter the Rescue (LU-3)",tsptr_l3,,,,KO!!
tstrk_l1,"Triple Strike (Shuffle) (L-1)",,,,,KO!!
tt_game,"System 3 game template",,,,,KO!!
tts_l1,"Tic-Tac-Strike (Shuffle) (L-1)",tts_l2,,,,KO!!
tts_l2,"Tic-Tac-Strike (Shuffle) (L-2)",,,,,KO!!
ttt_10,"Ticket Tac Toe (1.0)",,,,,KO!!
twd_105,"Walking Dead, The (V1.05)",twd_160h,,,,KO!!
twd_111,"Walking Dead, The (V1.11)",twd_160h,,,,KO!!
twd_111h,"Walking Dead, The Limited Edition (V1.11)",twd_160h,,,,KO!!
twd_119,"Walking Dead, The (V1.19)",twd_160h,,,,KO!!
twd_119h,"Walking Dead, The Limited Edition (V1.19)",twd_160h,,,,KO!!
twd_124,"Walking Dead, The (V1.24)",twd_160h,,,,KO!!
twd_124h,"Walking Dead, The Limited Edition (V1.24)",twd_160h,,,,KO!!
twd_125,"Walking Dead, The (V1.25)",twd_160h,,,,KO!!
twd_125h,"Walking Dead, The Limited Edition (V1.25)",twd_160h,,,,KO!!
twd_128,"Walking Dead, The (V1.28)",twd_160h,,,,KO!!
twd_128h,"Walking Dead, The Limited Edition (V1.28)",twd_160h,,,,KO!!
twd_141,"Walking Dead, The (V1.41)",twd_160h,,,,KO!!
twd_141h,"Walking Dead, The Limited Edition (V1.41)",twd_160h,,,,KO!!
twd_153,"Walking Dead, The (V1.53)",twd_160h,,,,KO!!
twd_153h,"Walking Dead, The Limited Edition (V1.53)",twd_160h,,,,KO!!
twd_156,"Walking Dead, The (V1.56)",twd_160h,x,,,OK
twd_156c,"Walking Dead, The (V1.56) (Colored MOD)",twd_160h,x,,,KO!!
twd_156h,"Walking Dead, The Limited Edition (V1.56)",twd_160h,x,,,OK
twd_156hc,"Walking Dead, The Limited Edition (V1.56) (Colored MOD)",twd_160h,x,,,KO!!
twd_160,"Walking Dead, The (V1.60.0)",twd_160h,x,,,OK
twd_160c,"Walking Dead, The (V1.60.0) (Colored MOD)",twd_160h,x,,,KO!!
twd_160h,"Walking Dead, The Limited Edition (V1.60.0)",,x,x,x,OK
twd_160hc,"Walking Dead, The Limited Edition (V1.60.0) (Colored MOD)",twd_160h,x,,,KO!!
twenty4_130,"24 (V1.3)",twenty4_150,x,,,OK
twenty4_140,"24 (V1.4)",twenty4_150,x,,,KO!!
twenty4_144,"24 (V1.44)",twenty4_150,x,,x,KO!!
twenty4_150,"24 (V1.5)",,x,,,OK
twst_300,"Twister (3.00)",twst_405,x,,,KO!!
twst_404,"Twister (4.04)",twst_405,x,,,KO!!
twst_405,"Twister (4.05)",,x,x,x,OK
txsecffp,"TX-Sector (French Free Play)",txsector,,x,,KO!!
txsecgfp,"TX-Sector (German Free Play)",txsector,,x,,KO!!
txsectfp,"TX-Sector (Free Play)",txsector,,x,,KO!!
txsector,"TX-Sector",,x,x,x,OK
txsectrf,"TX-Sector (French)",txsector,,,,KO!!
txsectrg,"TX-Sector (German)",txsector,,,,KO!!
tz_92,"Twilight Zone (9.2)",,x,x,,OK
tz_93,"Twilight Zone (9.3 LED Ghost Fix)",tz_92,,x,,KO!!
tz_94ch,"Twilight Zone (9.4CH Coin Play)",tz_92,x,x,,OK
tz_94h,"Twilight Zone (9.4H)",tz_92,x,x,x,OK
tz_d1,"Twilight Zone (D-1 LED Ghost Fix)",tz_92,,,,KO!!
tz_d2,"Twilight Zone (D-2 LED Ghost Fix)",tz_92,,,,KO!!
tz_d3,"Twilight Zone (D-3 LED Ghost Fix)",tz_92,,,,KO!!
tz_d4,"Twilight Zone (D-4 LED Ghost Fix)",tz_92,,,,KO!!
tz_f10,"Twilight Zone (FreeWPC 0.10)",tz_92,,,,KO!!
tz_f100,"Twilight Zone (FreeWPC 1.00)",tz_92,,,,KO!!
tz_f19,"Twilight Zone (FreeWPC 0.19)",tz_92,,,,KO!!
tz_f50,"Twilight Zone (FreeWPC 0.50)",tz_92,,,,KO!!
tz_f86,"Twilight Zone (FreeWPC 0.86)",tz_92,x,,,KO!!
tz_f97,"Twilight Zone (FreeWPC 0.97)",tz_92,,,,KO!!
tz_h7,"Twilight Zone (H-7)",tz_92,x,,,KO!!
tz_h8,"Twilight Zone (H-8)",tz_92,x,,,KO!!
tz_i7,"Twilight Zone (I-7 LED Ghost Fix)",tz_92,,,,KO!!
tz_i8,"Twilight Zone (I-8 LED Ghost Fix)",tz_92,,,,KO!!
tz_ifpa,"Twilight Zone (IFPA rules)",tz_92,x,,,KO!!
tz_ifpa2,"Twilight Zone (IFPA rules LED Ghost Fix)",tz_92,,,,KO!!
tz_l1,"Twilight Zone (L-1)",tz_92,x,,,KO!!
tz_l2,"Twilight Zone (L-2)",tz_92,x,,,KO!!
tz_l3,"Twilight Zone (L-3)",tz_92,x,,,KO!!
tz_l4,"Twilight Zone (L-4)",tz_92,x,,,OK
tz_l5,"Twilight Zone (L-5)",tz_92,,,,KO!!
tz_la9,"Twilight Zone (LA-9 PAPA Tournament Version 9.0)",tz_92,,,,KO!!
tz_p3,"Twilight Zone (P-3 Prototype)",tz_92,x,,,KO!!
tz_p3d,"Twilight Zone (P-3 LED Ghost Fix)",tz_92,,,,KO!!
tz_p4,"Twilight Zone (P-4 Prototype)",tz_92,x,,,KO!!
tz_p5,"Twilight Zone (P-5 LED Ghost Fix)",tz_92,,,,KO!!
tz_pa1,"Twilight Zone (PA-1 Prototype)",tz_92,x,,,KO!!
tz_pa2,"Twilight Zone (PA-2 LED Ghost Fix)",tz_92,,,,KO!!
uboat65,"U-Boat 65",,,,,KO!!
ufo_x,"UFO-X",,,,,KO!!
usafoota,"U.S.A. Football (R01u)",usafootb,,,,KO!!
usafootb,"U.S.A. Football (R06u)",,x,,x,KO!!
usafootr,"U.S.A. Football (Redemption, P08)",,,,,KO!!
v1,"V.1",,,,,KO!!
vector,"Vector",,x,x,,OK
vector4,"Vector (modified rules rev. 4)",vector,,,,KO!!
vectora,"Vector (Free Play)",vector,x,x,,KO!!
vectorb,"Vector (modified rules rev. 5)",vector,x,,,KO!!
vectorc,"Vector (modified rules rev. 10)",vector,,,,KO!!
vegas,"Vegas",,x,x,x,OK
vegasgp,"Vegas (Game Plan)",,,,,KO!!
vegast,"Vegas (Taito)",ladylukt,,,,KO!!
victory,"Victory",,x,x,x,OK
victoryf,"Victory (French)",victory,,,,KO!!
victoryg,"Victory (German)",victory,,,,KO!!
victr101,"Victory (1.01 multiplayer MOD)",victory,,x,,KO!!
victrffp,"Victory (French Free Play)",victory,,x,,KO!!
victrgfp,"Victory (German Free Play)",victory,,x,,KO!!
victryfp,"Victory (Free Play)",victory,,x,,KO!!
viking,"Viking",,x,x,,KO!!
vikingb,"Viking (7-digit conversion)",viking,x,x,,OK
vikngkng,"Viking King",,,,,KO!!
viper,"Viper",,x,x,x,OK
viperfp,"Viper (Free Play)",viper,x,,,KO!!
vipr_102,"Viper Night Drivin' (1.02)",viprsega,,,,KO!!
viprsega,"Viper Night Drivin' (2.01)",,x,x,x,OK
vlcno_1a,"Volcano (Sound Only, alternate set)",vlcno_1b,x,,,KO!!
vlcno_1b,"Volcano (Sound Only)",,x,,,KO!!
vlcno_1c,"Volcano (Sound Only, alternate set 2)",vlcno_1b,,,,KO!!
vlcno_a7,"Volcano (7-digit conversion)",vlcno_ax,x,,,KO!!
vlcno_ax,"Volcano",,x,,,OK
vlcno_b7,"Volcano (Sound Only, 7-digit conversion)",vlcno_1b,x,,,KO!!
voleybal,"Volley",,,,,KO!!
voltan,"Voltan Escapes Cosmic Doom",,x,x,,OK
voltanb,"Voltan Escapes Cosmic Doom (7-digit conversion rev. 20)",voltan,x,x,,OK
voltanc,"Voltan Escapes Cosmic Doom (Free Play rev. 3)",voltan,x,x,,KO!!
voltand,"Voltan Escapes Cosmic Doom (/10 Scoring Free Play)",voltan,x,x,,KO!!
vortex,"Vortex",,,,,KO!!
vrkon_l1,"Varkon (L-1)",,x,x,,KO!!
vrnwrld,"Verne's World",,,,,KO!!
wackadoo,"Wack-A-Doodle-Doo (Redemption)",,,,,KO!!
walkyria,"Walkyria",,,,,KO!!
waterwl2,"Waterworld (rev. 2)",waterwld,x,x,,KO!!
waterwl5,"Waterworld (rev. 5)",waterwld,,x,,KO!!
waterwld,"Waterworld (rev. 3)",,x,x,x,OK
wcs_d2,"World Cup Soccer (DX-2 LED Ghost Fix)",wcs_l2,,x,,KO!!
wcs_f10,"World Cup Soccer (FreeWPC 0.10)",wcs_l2,,,,KO!!
wcs_f50,"World Cup Soccer (FreeWPC 0.50)",wcs_l2,,,,KO!!
wcs_f62,"World Cup Soccer (FreeWPC 0.62)",wcs_l2,x,,,KO!!
wcs_f62b,"World Cup Soccer (FreeWPC 0.62b)",wcs_l2,,,,KO!!
wcs_l1,"World Cup Soccer (LX-1)",wcs_l2,,,,KO!!
wcs_l2,"World Cup Soccer (LX-2)",,x,x,x,OK
wcs_l3c,"World Cup Soccer (LX-3C Competition MOD)",wcs_l2,,x,,KO!!
wcs_la2,"World Cup Soccer (LA-2)",wcs_l2,,,,KO!!
wcs_p2,"World Cup Soccer (PA-2 Prototype)",wcs_l2,x,,,KO!!
wcs_p3,"World Cup Soccer (PX-3 Prototype)",wcs_l2,x,,,KO!!
wcs_p5,"World Cup Soccer (PA-5 LED Ghost Fix)",wcs_l2,,,,KO!!
wcs_p6,"World Cup Soccer (PX-6 LED Ghost Fix)",wcs_l2,,,,KO!!
wcsoccd2,"World Challenge Soccer (rev. 1, display rev. 2)",wcsoccer,x,,,KO!!
wcsoccer,"World Challenge Soccer (rev. 1)",,x,,x,OK
wcup90,"World Cup '90",,,,,OK
wd_03r,"WHO Dunnit (0.3R Prototype)",wd_12,x,,,KO!!
wd_048r,"WHO Dunnit (0.48R Prototype)",wd_12,x,,,KO!!
wd_10f,"WHO Dunnit (1.0 French)",wd_12,x,,,KO!!
wd_10g,"WHO Dunnit (1.0 German Sound)",wd_12,x,,,KO!!
wd_10r,"WHO Dunnit (1.0R)",wd_12,x,,,KO!!
wd_11,"WHO Dunnit (1.1)",wd_12,x,,,KO!!
wd_12,"WHO Dunnit (1.2)",,x,x,x,OK
wd_12g,"WHO Dunnit (1.2 German Sound)",wd_12,x,x,,KO!!
wd_12gp,"WHO Dunnit (1.2 German Sound / Elevator text fix)",wd_12,,x,,KO!!
wd_12p,"WHO Dunnit (1.2 Elevator text fix)",wd_12,,x,,KO!!
whirl_g1,"Whirlwind (LG-1 German)",whirl_l3,,,,KO!!
whirl_g2,"Whirlwind (LG-2 German)",whirl_l3,,,,KO!!
whirl_g3,"Whirlwind (LG-3 German)",whirl_l3,,,,KO!!
whirl_l2,"Whirlwind (LU-2)",whirl_l3,x,,,KO!!
whirl_l3,"Whirlwind (LA-3)",,x,x,x,OK
whtforce,"White Force",,,,,KO!!
wildfyfp,"Wildfyre (Free Play)",wildfyre,,x,,KO!!
wildfyrc,"Wildfyre (One Ball MOD)",wildfyre,x,,,KO!!
wildfyre,"Wildfyre",,x,x,,OK
wipeout,"Wipe Out (rev. 2)",,x,,x,OK
wipeouta,"Wipe Out (rev. 2 alternate set)",wipeout,,,,KO!!
wldcp_l1,"World Cup (L-1)",,x,x,,OK
wldtexas,"Wild Texas",fpwr2_l2,,,,KO!!
wof_100,"Wheel of Fortune (V1.0)",wof_500,,,,KO!!
wof_200,"Wheel of Fortune (V2.0)",wof_500,,,,KO!!
wof_200f,"Wheel of Fortune (V2.0 French)",wof_500,,,,KO!!
wof_200g,"Wheel of Fortune (V2.0 German)",wof_500,,,,KO!!
wof_200i,"Wheel of Fortune (V2.0 Italian)",wof_500,,,,KO!!
wof_300,"Wheel of Fortune (V3.0)",wof_500,,,,KO!!
wof_300f,"Wheel of Fortune (V3.0 French)",wof_500,,,,KO!!
wof_300g,"Wheel of Fortune (V3.0 German)",wof_500,,,,KO!!
wof_300i,"Wheel of Fortune (V3.0 Italian)",wof_500,,,,KO!!
wof_300l,"Wheel of Fortune (V3.0 Spanish)",wof_500,,,,KO!!
wof_400,"Wheel of Fortune (V4.0)",wof_500,,,,KO!!
wof_400f,"Wheel of Fortune (V4.0 French)",wof_500,,,,KO!!
wof_400g,"Wheel of Fortune (V4.0 German)",wof_500,,,,KO!!
wof_400i,"Wheel of Fortune (V4.0 Italian)",wof_500,,,,KO!!
wof_401l,"Wheel of Fortune (V4.01 Spanish)",wof_500,,,,KO!!
wof_500,"Wheel of Fortune (V5.0)",,x,,x,OK
wof_500f,"Wheel of Fortune (V5.0 French)",wof_500,x,,,KO!!
wof_500g,"Wheel of Fortune (V5.0 German)",wof_500,x,,,KO!!
wof_500i,"Wheel of Fortune (V5.0 Italian)",wof_500,x,,,KO!!
wof_500l,"Wheel of Fortune (V5.0 Spanish)",wof_500,x,,,KO!!
wof_602h,"Wheel of Fortune (V6.02 Home Rom)",wof_500,,,,KO!!
wolfman,"Wolf Man",,,,,KO!!
worlddef,"World Defender",,,,,KO!!
worlddfp,"World Defender (Free Play)",worlddef,,,,KO!!
wpt_103a,"World Poker Tour (V1.03)",wpt_140a,,,,KO!!
wpt_105a,"World Poker Tour (V1.05)",wpt_140a,,,,KO!!
wpt_106a,"World Poker Tour (V1.06)",wpt_140a,,,,KO!!
wpt_106f,"World Poker Tour (V1.06 French)",wpt_140a,,,,KO!!
wpt_106g,"World Poker Tour (V1.06 German)",wpt_140a,,,,KO!!
wpt_106i,"World Poker Tour (V1.06 Italian)",wpt_140a,,,,KO!!
wpt_106l,"World Poker Tour (V1.06 Spanish)",wpt_140a,,,,KO!!
wpt_108a,"World Poker Tour (V1.08)",wpt_140a,,,,KO!!
wpt_108f,"World Poker Tour (V1.08 French)",wpt_140a,,,,KO!!
wpt_108g,"World Poker Tour (V1.08 German)",wpt_140a,,,,KO!!
wpt_108i,"World Poker Tour (V1.08 Italian)",wpt_140a,,,,KO!!
wpt_108l,"World Poker Tour (V1.08 Spanish)",wpt_140a,,,,KO!!
wpt_109a,"World Poker Tour (V1.09)",wpt_140a,,,,KO!!
wpt_109f,"World Poker Tour (V1.09 French)",wpt_140a,,,,KO!!
wpt_109f2,"World Poker Tour (V1.09-2 French)",wpt_140a,,,,KO!!
wpt_109g,"World Poker Tour (V1.09 German)",wpt_140a,,,,KO!!
wpt_109i,"World Poker Tour (V1.09 Italian)",wpt_140a,,,,KO!!
wpt_109l,"World Poker Tour (V1.09 Spanish)",wpt_140a,,,,KO!!
wpt_111a,"World Poker Tour (V1.11)",wpt_140a,,,,KO!!
wpt_111af,"World Poker Tour (V1.11 English, French)",wpt_140a,,,,KO!!
wpt_111ai,"World Poker Tour (V1.11 English, Italian)",wpt_140a,,,,KO!!
wpt_111al,"World Poker Tour (V1.11 English, Spanish)",wpt_140a,,,,KO!!
wpt_111f,"World Poker Tour (V1.11 French)",wpt_140a,,,,KO!!
wpt_111g,"World Poker Tour (V1.11 German)",wpt_140a,,,,KO!!
wpt_111gf,"World Poker Tour (V1.11 German, French)",wpt_140a,,,,KO!!
wpt_111i,"World Poker Tour (V1.11 Italian)",wpt_140a,,,,KO!!
wpt_111l,"World Poker Tour (V1.11 Spanish)",wpt_140a,,,,KO!!
wpt_1129af,"World Poker Tour (V1.129 English, French)",wpt_140a,,,,KO!!
wpt_112a,"World Poker Tour (V1.12)",wpt_140a,,,,KO!!
wpt_112af,"World Poker Tour (V1.12 English, French)",wpt_140a,,,,KO!!
wpt_112ai,"World Poker Tour (V1.12 English, Italian)",wpt_140a,,,,KO!!
wpt_112al,"World Poker Tour (V1.12 English, Spanish)",wpt_140a,,,,KO!!
wpt_112f,"World Poker Tour (V1.12 French)",wpt_140a,,,,KO!!
wpt_112g,"World Poker Tour (V1.12 German)",wpt_140a,,,,KO!!
wpt_112gf,"World Poker Tour (V1.12 German, French)",wpt_140a,,,,KO!!
wpt_112i,"World Poker Tour (V1.12 Italian)",wpt_140a,,,,KO!!
wpt_112l,"World Poker Tour (V1.12 Spanish)",wpt_140a,,,,KO!!
wpt_140a,"World Poker Tour (V14.0)",,x,,x,OK
